anfitriao_id,anfitriao_nome,anf_data_cadastro,anf_tempo_resposta,anf_taxa_resposta,anf_taxa_aceitacao,super_anfitriao,anf_bairro,anf_num_total_anuncios,anf_foto_perfil,anf_identidade_verificada
9709135,Zilda,2013-10-29,,,,f,,1.0,t,f
2260073,Elisa,2012-04-30,within an hour,100%,71%,f,Leblon,1.0,t,t
4013859,Dulce,2012-10-30,,,,f,,1.0,t,t
4014604,Leila,2012-10-30,within an hour,100%,38%,f,Ipanema,0.0,t,t
4030059,Claudine,2012-11-01,within a day,50%,46%,f,Copacabana,7.0,t,f
500892,Rafael,2011-04-11,within a day,69%,53%,f,,5.0,t,t
4036979,Daniela,2012-11-01,within an hour,98%,88%,t,,14.0,t,t
4048250,Adriane,2012-11-03,,,,f,Santa Teresa,1.0,t,f
4060449,Rodrigo,2012-11-04,a few days or more,43%,0%,f,Leme,3.0,t,f
4064364,Vania,2012-11-05,within an hour,100%,98%,t,Ipanema,1.0,t,t
1921729,Heloisa,2012-03-14,,,,t,,8.0,t,t
4138034,Iram,2012-11-13,within a few hours,100%,95%,f,Copacabana,9.0,t,t
4148486,Mabel,2012-11-14,,,,f,Leblon,1.0,t,f
3671261,Monica,2012-09-25,,,,f,Santa Teresa,1.0,t,t
4168313,Matthieu,2012-11-16,,,57%,f,Santa Teresa,6.0,t,t
1232426,Roberto,2011-10-01,,,,f,,1.0,t,f
4181393,Elena,2012-11-18,within a few hours,100%,100%,f,Ipanema,1.0,t,t
4143732,Ricardo,2012-11-13,within an hour,100%,100%,t,Lapa,5.0,t,t
4220413,Cissa,2012-11-22,within a day,70%,74%,f,Copacabana,1.0,t,t
2703588,Cláudio,2012-06-21,,,,f,Botafogo,2.0,t,t
4228428,Andréa,2012-11-24,,,,f,Laranjeiras,1.0,t,f
4240145,Guilherme,2012-11-25,,,,f,Ipanema,1.0,t,t
4252736,Marcelo,2012-11-26,within a day,100%,25%,f,Barra da Tijuca,1.0,t,t
4255118,Ricardo,2012-11-26,within an hour,97%,63%,f,Copacabana,56.0,t,t
579591,Shane,2011-05-11,,,,f,Ipanema,3.0,t,f
4284876,Silvia,2012-11-29,within a few hours,88%,93%,f,Copacabana,12.0,t,t
1349177,Vince + Anja,2011-10-29,,,,f,,1.0,t,t
4326654,Ignez,2012-12-04,within an hour,100%,100%,t,Copacabana,2.0,t,t
4318903,Denise,2012-12-04,,,,f,,1.0,t,f
4005873,Pedro,2012-10-29,a few days or more,0%,,f,Botafogo,1.0,t,t
3659960,Bianca,2012-09-24,within a day,100%,0%,f,Leme,3.0,t,t
4341753,Mariza,2012-12-06,,,,f,Laranjeiras,1.0,t,f
4354396,Juanita,2012-12-08,within a few hours,100%,,f,Botafogo,1.0,t,t
4366435,Bruno,2012-12-09,within a day,100%,100%,t,Copacabana,1.0,t,t
4366623,Leonardo,2012-12-09,within a day,100%,100%,f,Copacabana,1.0,t,t
2457260,Andre,2012-05-24,,,,f,Centro,1.0,t,t
4389037,Iná Cristina,2012-12-12,,,,f,,1.0,t,f
4397448,Denise,2012-12-13,within a few hours,80%,67%,f,,1.0,t,f
2422154,Sérgio,2012-05-20,within a few hours,100%,91%,t,Joá,4.0,t,t
4406879,Dani,2012-12-14,within a few hours,90%,50%,f,,1.0,t,t
4420701,Gustavo,2012-12-16,,,,f,Del Castilho,20.0,t,t
4421271,Monica,2012-12-16,within an hour,100%,100%,t,Copacabana,4.0,t,t
4438776,Elisabete Santos,2012-12-18,within a day,80%,0%,f,Copacabana,13.0,t,t
2049566,Anelisa,2012-04-01,,,,f,Gávea,1.0,t,f
4347405,Marcos,2012-12-07,within an hour,100%,85%,t,Vidigal,2.0,t,f
4462881,Martha,2012-12-21,,,,f,Ipanema,3.0,t,t
4465362,Pedro,2012-12-22,within an hour,97%,100%,f,,1.0,t,t
4375449,Hilal,2012-12-10,a few days or more,20%,100%,f,Copacabana,2.0,t,f
4474431,Mar,2012-12-23,within a day,100%,75%,f,Glória,1.0,t,f
4347260,Flavio,2012-12-07,,,,f,Jardim Botânico,1.0,t,t
3035001,Raphael,2012-07-24,within a day,100%,,f,Barra da Tijuca,1.0,t,t
3588850,Alexis,2012-09-16,,,,f,,2.0,t,t
4506032,Maria,2012-12-27,,,,f,,1.0,t,f
4530533,Vanusa,2012-12-30,within a day,67%,0%,f,Penha Circular,3.0,t,t
4532951,John,2012-12-30,within an hour,100%,100%,f,Urca,6.0,t,t
4535323,Jocelene,2012-12-31,,,,f,Centro,1.0,t,f
4589827,Carol,2013-01-04,,,,f,Tijuca,1.0,t,f
4593939,Shinhabá,2013-01-05,,,,f,,1.0,t,f
2521176,Casa,2012-06-01,within an hour,100%,100%,t,Santa Teresa,5.0,t,t
4613553,Frank,2013-01-07,within a few hours,100%,96%,f,Copacabana,8.0,t,t
1558302,Joao Pedro,2012-01-02,within an hour,97%,90%,t,Copacabana,6.0,t,t
4630101,Haydee,2013-01-08,within a few hours,100%,67%,t,Copacabana,2.0,t,t
4619157,Patricia Scaléa,2013-01-07,a few days or more,0%,0%,f,,1.0,t,t
4631556,Simone,2013-01-08,within an hour,100%,97%,t,Copacabana,3.0,t,t
2486187,Juliana,2012-05-28,within a few hours,100%,,f,,1.0,t,t
4652415,Tania,2013-01-10,within a day,86%,50%,f,Copacabana,4.0,t,t
4645337,Amanda,2013-01-09,a few days or more,0%,50%,f,Ipanema,1.0,t,t
4658256,Vania & Hélio,2013-01-10,a few days or more,33%,0%,f,Copacabana,5.0,t,t
4667816,Mariana,2013-01-11,,,,f,,1.0,t,f
4581272,Diogo Rio Habitat,2013-01-03,,,,t,Copacabana,17.0,t,t
4428126,Cesar,2012-12-17,within an hour,100%,57%,t,Copacabana,4.0,t,t
4688820,Mauro,2013-01-13,,,0%,f,São Conrado,4.0,t,t
674812,Cristiane,2011-06-07,within an hour,100%,100%,t,Copacabana,1.0,t,t
4698706,Marcio & Claudio,2013-01-14,within an hour,100%,97%,t,Urca,2.0,t,t
4706019,LUcia,2013-01-14,,,,f,Copacabana,1.0,t,f
4708373,Andres,2013-01-15,within an hour,100%,99%,f,Lapa,2.0,t,t
5445355,Jean-Philippe,2013-03-13,within a day,100%,0%,f,Santa Teresa,1.0,t,f
4685612,Henrique,2013-01-13,within an hour,75%,50%,f,Leblon,2.0,t,t
4718232,Jacy,2013-01-15,within a few hours,90%,100%,f,,2.0,t,t
2992494,José Carlos,2012-07-19,within a few hours,100%,80%,f,Ipanema,3.0,t,t
2339555,Francine,2012-05-10,,,,f,,1.0,t,t
3168793,Josely,2012-08-05,a few days or more,0%,0%,f,,3.0,t,t
4754297,Rogerio,2013-01-18,within an hour,100%,70%,f,Botafogo,3.0,t,t
4758467,Andréa,2013-01-18,within a day,60%,,f,,2.0,t,f
4723159,Alexandre,2013-01-16,within a day,100%,,f,Copacabana,1.0,t,t
4792161,Maria Santana,2013-01-21,,,,f,Copacabana,1.0,t,t
4789999,Maria Regina,2013-01-21,,,,f,Leblon,1.0,t,t
2649464,Lélla,2012-06-15,,,,f,Centro,1.0,t,f
3350359,Flora,2012-08-23,within a few hours,100%,25%,f,,1.0,t,f
4817242,Viviane,2013-01-23,a few days or more,0%,0%,f,Ipanema,3.0,t,t
4822384,Rolando,2013-01-23,,,,f,Estacio,1.0,t,f
3066534,Leonora,2012-07-26,within an hour,100%,75%,t,Copacabana,2.0,t,t
4818326,Raquel,2013-01-23,,,,f,Copacabana,1.0,t,t
2741266,Sandra,2012-06-25,,,,f,,1.0,t,t
4836305,Monica,2013-01-24,a few days or more,29%,33%,f,Copacabana,1.0,t,t
4840895,Dette,2013-01-25,,,0%,f,Tijuca,1.0,t,f
4852786,Anna,2013-01-26,,,,f,,1.0,t,f
4856794,Renata,2013-01-26,,,,f,Copacabana,1.0,t,t
6005451,Tereza,2013-04-19,within an hour,100%,100%,f,Copacabana,7.0,t,t
3700898,Luciana,2012-09-28,,,,f,Ipanema,1.0,t,t
4873555,Pedro,2013-01-27,within an hour,100%,99%,f,Copacabana,15.0,t,t
4453679,Daniela,2012-12-20,within a day,50%,0%,f,Santa Teresa,1.0,t,t
4881173,Roberta,2013-01-28,within a day,100%,100%,f,Copacabana,1.0,t,f
4885650,Nilza,2013-01-28,within a day,100%,100%,t,Leblon,1.0,t,t
4886725,Carola,2013-01-28,within a few hours,90%,97%,f,Santa Teresa,4.0,t,t
4886880,Micaela,2013-01-28,,,,f,Ipanema,1.0,t,f
1531381,Fátima,2011-12-23,,,,f,,1.0,t,f
4853058,Sergio,2013-01-26,,,,f,Laranjeiras,1.0,t,f
4897168,Taryhk,2013-01-29,,,,f,,1.0,t,f
4593594,Maria Angelica,2013-01-05,,,100%,f,Laranjeiras,1.0,t,f
2479468,Michel,2012-05-27,within an hour,100%,75%,f,Copacabana,1.0,t,t
4912449,Russ,2013-01-30,within an hour,100%,100%,f,Ipanema,1.0,t,f
4916403,Olga,2013-01-31,,,,f,,1.0,t,f
4426879,Cacáh,2012-12-17,,,,f,Maracanã,2.0,t,f
4832097,Celi,2013-01-24,within an hour,94%,89%,f,Copacabana,9.0,t,t
4919546,Ana,2013-01-31,,,,f,Laranjeiras,1.0,t,f
2833779,Scott,2012-07-04,a few days or more,20%,0%,f,Barra da Tijuca,1.0,t,t
3359789,Ana Lucia,2012-08-24,within a day,71%,25%,f,,1.0,t,f
4928051,Michael,2013-02-01,within an hour,100%,89%,t,Santa Teresa,4.0,t,t
4941560,Alberto,2013-02-02,within an hour,100%,,f,Santa Teresa,3.0,t,f
4950923,Zeze,2013-02-03,within an hour,100%,100%,f,Leblon,1.0,t,t
4953566,Norma,2013-02-03,,,100%,f,Cosme Velho,1.0,t,t
4960398,Dhora,2013-02-04,,,,f,,2.0,t,t
4960528,Felipe,2013-02-04,,,,f,Botafogo,1.0,t,t
4961900,Ludmila,2013-02-04,within a day,100%,100%,t,Vidigal,1.0,t,t
4706314,Eduardo,2013-01-14,within a day,82%,24%,t,Barra da Tijuca,2.0,t,t
1500231,Sarah,2011-12-13,within a day,86%,50%,t,Botafogo,8.0,t,t
4974044,Nina,2013-02-05,within a day,100%,0%,f,Leblon,1.0,t,t
4945210,Sonia,2013-02-03,within an hour,100%,100%,t,Copacabana,2.0,t,t
4981026,Cris,2013-02-05,within an hour,100%,100%,f,Praça da Bandeira,2.0,t,t
4986394,Renata,2013-02-06,within an hour,100%,99%,t,Copacabana,4.0,t,t
4987482,Francisco,2013-02-06,,,,f,,1.0,t,f
4884558,Anselmo,2013-01-28,within an hour,100%,91%,f,Copacabana,4.0,t,f
4995887,Marcos,2013-02-06,,,,f,Copacabana,1.0,t,t
5000563,John,2013-02-07,,,,f,,1.0,t,f
5008949,Leo,2013-02-08,,,,f,Copacabana,1.0,t,f
4710077,Gabriella,2013-01-15,,,,t,Santa Teresa,2.0,t,t
5016687,Théa,2013-02-08,,,,f,Leme,1.0,t,t
5020460,Samantha,2013-02-09,within a few hours,90%,39%,f,Copacabana,5.0,t,t
2108575,Paulo,2012-04-10,within a few hours,100%,100%,f,Gamboa,4.0,t,t
5060612,Gabriel,2013-02-12,within an hour,100%,100%,t,Copacabana,7.0,t,t
5072927,Renatta,2013-02-13,,,,f,Santa Teresa,1.0,t,t
2867041,Marco,2012-07-08,within a few hours,100%,90%,f,Centro,1.0,t,t
5082156,Inez,2013-02-14,within an hour,100%,100%,f,Copacabana,1.0,t,t
5092388,Anne,2013-02-15,,,,f,Tijuca,1.0,t,f
5130016,Roberto,2013-02-18,a few days or more,40%,67%,f,Ipanema,1.0,t,t
5165995,João Paulo,2013-02-20,,,,f,Bonsucesso,1.0,t,f
5174973,Ana Paula,2013-02-21,within a few hours,90%,85%,f,Flamengo,1.0,t,t
5177176,Maria,2013-02-21,within a few hours,100%,95%,f,Ipanema,2.0,t,t
5184566,Mariana,2013-02-22,within a day,100%,0%,f,Urca,2.0,t,t
5172982,José,2013-02-21,within a day,80%,21%,f,Copacabana,1.0,t,t
5211561,Claudia,2013-02-24,within an hour,96%,100%,t,,3.0,t,t
5227787,Victor,2013-02-25,,,,f,Copacabana,1.0,t,f
5228704,Antoni,2013-02-25,within a few hours,100%,100%,t,Santa Teresa,6.0,t,t
5228078,Marcelo,2013-02-25,within an hour,97%,97%,t,Santa Teresa,9.0,t,t
4261512,Barbara,2012-11-27,within a day,71%,0%,f,Copacabana,0.0,t,f
5251888,Cecilia,2013-02-27,within a few hours,100%,0%,f,Humaitá,2.0,t,f
5263542,Renato,2013-02-28,,,,f,Piedade,1.0,t,f
5283489,Simone,2013-03-01,within an hour,100%,25%,f,Barra da Tijuca,1.0,t,f
3662534,Lucas,2012-09-24,within an hour,100%,100%,f,Copacabana,1.0,t,t
5345698,Alessandra,2013-03-06,,,,f,Urca,1.0,t,f
5369841,Eliane,2013-03-07,within an hour,100%,97%,t,Copacabana,3.0,t,t
5459099,Johnny,2013-03-14,within a few hours,100%,91%,t,Copacabana,5.0,t,t
5475732,Carlos,2013-03-15,,,,t,Copacabana,2.0,t,t
5491791,Terezinha,2013-03-16,,,,f,Copacabana,0.0,t,t
5513776,Sérgio,2013-03-18,,,,f,Santa Teresa,1.0,t,f
2205293,Fabio,2012-04-23,,,,f,Barra da Tijuca,1.0,t,f
113997985,Vivian,2017-01-30,,,,f,Ipanema,30.0,t,t
5562258,Rita,2013-03-21,,,,f,,1.0,t,f
5573690,Luciana,2013-03-22,within a few hours,100%,71%,f,Barra da Tijuca,5.0,t,t
5580698,Ana Maria,2013-03-22,within a few hours,100%,,f,,1.0,t,f
5592796,Leonardo,2013-03-23,,,,f,,2.0,t,t
5607782,Carlos,2013-03-24,within a few hours,100%,93%,t,Ipanema,1.0,t,t
5607953,Gerson,2013-03-24,within an hour,100%,90%,t,Copacabana,3.0,t,t
5616411,Espaço,2013-03-25,within an hour,100%,,f,,2.0,t,t
5677557,Tete,2013-03-29,,,,f,Laranjeiras,1.0,t,f
5689207,Paulo,2013-03-30,within a few hours,100%,97%,f,Leblon,1.0,t,t
5706874,Léa,2013-03-31,within a day,100%,0%,f,Laranjeiras,2.0,t,f
5718494,William,2013-04-01,,,,f,,2.0,t,f
5743086,Alexandre,2013-04-02,,,,f,Leblon,1.0,t,f
5743747,Kelly,2013-04-02,,,,f,Centro,4.0,t,t
5748001,Evelyne,2013-04-03,within a day,100%,,f,,1.0,t,t
5118351,Derek,2013-02-17,within a day,67%,0%,f,Copacabana,1.0,t,t
5838889,Marie,2013-04-08,within a day,52%,43%,f,Recreio dos Bandeirantes,6.0,t,t
3999262,Danielle,2012-10-28,within an hour,100%,60%,f,Copacabana,1.0,t,t
5862587,Paula Uriburu Freire (Owner),2013-04-10,within an hour,100%,100%,f,Ipanema,5.0,t,t
742304,Leide Lena,2011-06-25,,,,f,,4.0,t,t
5165851,Manfred,2013-02-20,a few days or more,0%,,f,Copacabana,7.0,t,t
5909721,Juliana,2013-04-13,within a day,50%,0%,f,,2.0,t,f
5925320,Hilda,2013-04-14,,,,f,Recreio dos Bandeirantes,2.0,t,f
5972450,Rossana,2013-04-17,within a day,93%,33%,t,Copacabana,2.0,t,f
6027401,Lucia  & Fabrizio,2013-04-21,,,100%,f,Copacabana,1.0,t,t
6046074,Pierre,2013-04-22,within a day,83%,83%,f,Copacabana,2.0,t,t
1349383,Vincent,2011-10-29,,,,f,Santa Teresa,0.0,t,t
6065693,Olavo,2013-04-23,a few days or more,30%,0%,f,Leblon,1.0,t,f
6077877,Marta,2013-04-24,within an hour,100%,67%,f,Barra da Tijuca,1.0,t,t
5940836,Amin,2013-04-15,within a day,71%,74%,f,Copacabana,4.0,t,t
6080771,Danielle,2013-04-24,,,,t,,2.0,t,t
5695975,Felipe,2013-03-30,within a few hours,100%,90%,f,Copacabana,1.0,t,t
6099018,Fernando,2013-04-26,within a day,69%,47%,f,Barra da Tijuca,2.0,t,t
6137217,Iara Maria,2013-04-28,within a day,100%,,f,Ipanema,1.0,t,t
6138630,Marcio,2013-04-28,within an hour,100%,100%,t,,1.0,t,t
5866883,Aline,2013-04-10,within a few hours,100%,56%,t,Flamengo,3.0,t,t
6164928,Azevedo,2013-04-30,a few days or more,33%,,f,Glória,2.0,t,f
6207000,Rosana,2013-05-03,within a few hours,93%,60%,f,Botafogo,1.0,t,t
4141225,Arildo,2012-11-13,within a day,80%,83%,f,Copacabana,2.0,t,t
6223922,Milvia,2013-05-04,within an hour,100%,,f,Ipanema,2.0,t,f
4555781,Lília,2013-01-02,within an hour,100%,100%,t,Laranjeiras,2.0,t,t
6301967,Marcia,2013-05-09,,,86%,t,,1.0,t,t
6308478,Marc + Aga,2013-05-09,,,,f,Barra de Guaratiba,1.0,t,t
6313781,Claudia,2013-05-09,within a day,67%,,f,Leblon,1.0,t,f
6367903,Daniel,2013-05-13,within an hour,100%,,f,,2.0,t,t
6412728,Cristiane,2013-05-15,,,,f,,1.0,t,f
4199178,Edger,2012-11-20,within an hour,100%,100%,f,Ipanema,2.0,t,t
6445834,Ricardo,2013-05-17,within a few hours,90%,80%,f,Ipanema,2.0,t,t
6506571,Patricia,2013-05-21,,,,f,,1.0,t,f
6506235,Marcos,2013-05-21,within an hour,100%,100%,t,Leblon,4.0,t,t
505003,Guilherme,2011-04-13,a few days or more,11%,0%,f,Copacabana,1.0,t,t
11706591,Detin,2014-01-27,within an hour,97%,100%,f,Copacabana,0.0,t,t
6574996,Leonel,2013-05-25,within a day,67%,33%,f,,1.0,t,t
2272661,Gabriela,2012-05-02,within a few hours,100%,100%,f,,2.0,t,t
6623978,Savério,2013-05-28,within a day,100%,100%,t,Ipanema,1.0,t,f
6624705,Ana Cristina,2013-05-28,within an hour,100%,50%,f,,1.0,t,f
6529360,Juliana,2013-05-22,within a few hours,100%,0%,f,Lagoa,2.0,t,t
153721,Shushma & Nityam,2010-06-27,within a few hours,93%,95%,t,Botafogo,32.0,t,t
3942218,Wilson,2012-10-21,within an hour,100%,79%,t,Leblon,1.0,t,t
4584032,Marcia,2013-01-04,within an hour,100%,95%,t,Lapa,5.0,t,t
6659959,Alba,2013-05-30,,,,f,Copacabana,2.0,t,f
6667924,Paulo,2013-05-31,within an hour,100%,100%,t,,1.0,t,t
6668899,Paulo Marcos,2013-05-31,,,,t,Copacabana,6.0,t,t
6677826,Simone,2013-06-01,,,,f,Barra da Tijuca,2.0,t,t
6687502,Casa Babilônia,2013-06-01,within a day,60%,,f,Leme,3.0,t,f
6687945,Maria Lucia,2013-06-01,within an hour,100%,100%,f,Copacabana,4.0,t,t
6704310,Luciana,2013-06-02,,,100%,f,Laranjeiras,2.0,t,f
6712425,Eduardo,2013-06-03,,,,f,,1.0,t,f
6780472,Ricardo,2013-06-06,,,,f,Santa Teresa,1.0,t,f
2538304,Sonia,2012-06-03,within an hour,100%,99%,t,Leblon,5.0,t,t
6836857,Vanessa,2013-06-10,within a few hours,78%,75%,f,,2.0,t,t
820566,Adryano,2011-07-14,within an hour,80%,100%,f,Copacabana,1.0,t,t
396869,Valéria,2011-02-17,,,,f,Santa Teresa,1.0,t,f
6875889,Alexandre,2013-06-12,within an hour,100%,95%,t,Santa Teresa,1.0,t,t
6903777,Marcelo,2013-06-13,within an hour,100%,100%,f,Catete,2.0,t,f
6919132,Márcio,2013-06-14,within an hour,100%,79%,t,Copacabana,1.0,t,t
4501614,Patricia,2012-12-27,,,,f,Barra da Tijuca,6.0,t,t
6936378,Eduardo,2013-06-16,,,,f,,2.0,t,t
6938417,Diana,2013-06-16,,,0%,f,Ipanema,1.0,t,f
6962400,Claudia Marina,2013-06-17,a few days or more,0%,,f,Copacabana,2.0,t,f
6990663,Igor,2013-06-18,within an hour,100%,96%,f,,3.0,t,t
7008561,Helena,2013-06-19,within an hour,100%,100%,t,Ipanema,2.0,t,t
4264872,Maria Das Graças,2012-11-27,a few days or more,9%,100%,t,Copacabana,5.0,t,f
7027859,Eider,2013-06-20,,,,f,,1.0,t,f
541570,Micheline & Jorge,2011-04-28,,,,t,Humaitá,3.0,t,t
7085807,Frédérique,2013-06-24,within an hour,100%,,f,Santa Teresa,1.0,t,f
7089390,Marcela,2013-06-24,within an hour,97%,99%,t,Ipanema,8.0,t,t
7121880,Carmella,2013-06-26,within a day,90%,64%,f,,2.0,t,t
5243513,Sergio,2013-02-26,within a few hours,100%,88%,t,Copacabana,2.0,t,t
7074029,Melca,2013-06-23,,,,f,Copacabana,2.0,t,t
7168464,Lisiene,2013-06-28,within an hour,100%,100%,t,Vidigal,2.0,t,f
7195997,Ana Lucia,2013-06-30,within a day,100%,0%,t,Flamengo,5.0,t,t
7204248,Philip,2013-06-30,within a day,100%,86%,t,,1.0,t,t
7221466,Ivete,2013-07-01,,,,f,Urca,1.0,t,f
7251774,Marisa,2013-07-02,a few days or more,11%,100%,f,,1.0,t,t
7236661,Bernardo,2013-07-02,,,0%,f,Flamengo,2.0,t,t
7301006,Bruna,2013-07-05,a few days or more,0%,0%,f,São Cristóvão,1.0,t,t
7314878,Ma. Isabel,2013-07-06,within a day,83%,50%,f,Santa Teresa,2.0,t,t
7386906,Alexandre -  Gilce,2013-07-09,within an hour,100%,100%,f,Copacabana,1.0,t,t
6602736,Marcele,2013-05-27,,,,f,Centro,1.0,t,t
7439347,Walter,2013-07-12,within a day,100%,,f,Ipanema,1.0,t,f
7441068,Marcelo,2013-07-12,within an hour,100%,80%,t,,1.0,t,t
7452329,Luis,2013-07-12,a few days or more,0%,17%,f,Laranjeiras,2.0,t,t
2034245,Georgette,2012-03-29,,,,f,São Conrado,7.0,t,t
7462969,Ana Paula,2013-07-13,,,,f,,1.0,t,t
1030236,Marcia,2011-08-28,,,,f,,1.0,t,t
7505305,Pedro,2013-07-15,,,,f,,0.0,t,t
4455000,Glória Celeste Bahia,2012-12-20,,,,f,Centro,4.0,t,f
7551237,José,2013-07-17,,,0%,f,,2.0,t,t
7575981,Amélia,2013-07-18,within a few hours,87%,72%,f,Copacabana,1.0,t,t
7577858,Ana Maria,2013-07-18,within an hour,100%,100%,t,,1.0,t,f
4069593,Maria Eugenia,2012-11-05,a few days or more,0%,0%,f,Leme,1.0,t,t
7569307,Rejane E Mauro,2013-07-18,within an hour,100%,89%,t,Lagoa,3.0,t,t
7312916,Marc,2013-07-06,within a few hours,100%,,f,,1.0,t,t
2275217,Alice,2012-05-02,within a few hours,70%,100%,f,Gávea,1.0,t,t
7633239,Neide,2013-07-21,,,,f,,2.0,t,f
532498,Luis,2011-04-24,,,,f,Ipanema,51.0,t,t
7647089,Claudia,2013-07-22,within a few hours,100%,78%,t,Leblon,0.0,t,t
7676117,Mayra,2013-07-23,a few days or more,0%,28%,f,Leme,2.0,t,t
7679645,Enio,2013-07-23,within a few hours,80%,50%,t,Copacabana,1.0,t,f
5451193,Valquiria,2013-03-13,within an hour,100%,100%,f,,2.0,t,t
7694522,Karl Erik,2013-07-24,within an hour,100%,,f,Gávea,1.0,t,t
7821561,Márcia,2013-07-30,within a few hours,70%,77%,f,Lapa,2.0,t,t
716415,Daniel,2011-06-18,,,,f,Santa Teresa,2.0,t,t
7857619,Soraia,2013-07-31,,,,f,,1.0,t,f
7877039,Paulo,2013-08-01,,,,f,Ipanema,1.0,t,t
130685,Roberto,2010-05-24,within a few hours,100%,97%,f,Leblon,1.0,t,t
7955669,Katia,2013-08-05,within a few hours,89%,0%,f,Barra da Tijuca,13.0,t,t
7976900,Doris,2013-08-06,,,,f,Laranjeiras,0.0,t,f
7188481,Renato,2013-06-29,within a few hours,100%,100%,f,Copacabana,1.0,t,t
3340612,Regina,2012-08-22,within an hour,100%,100%,t,Botafogo,2.0,t,t
8007140,Rosana,2013-08-07,,,,t,Leblon,1.0,t,t
8000736,Andrade,2013-08-07,,,,f,Copacabana,12.0,t,t
7091696,Cris,2013-06-24,,,,f,Santa Teresa,2.0,t,t
8088752,Isabel,2013-08-11,,,,f,Botafogo,1.0,t,t
8064375,Ana Paula,2013-08-10,a few days or more,0%,,f,,1.0,t,t
7086667,Tom,2013-06-24,within a few hours,100%,80%,f,Copacabana,2.0,t,t
8133337,Andrea,2013-08-13,within a few hours,100%,57%,f,Barra da Tijuca,1.0,t,t
4376064,Locap,2012-12-10,,,,f,,6.0,t,t
8156925,Eduardo,2013-08-14,within a day,100%,,f,Morumbi,1.0,t,t
8156211,Giovanna,2013-08-14,within a day,71%,56%,f,Copacabana,9.0,t,t
8188937,Arcanjo,2013-08-15,within a day,78%,86%,f,Copacabana,1.0,t,t
8238643,Renato,2013-08-18,within a day,57%,100%,f,,2.0,t,t
5847022,Jose Antonio,2013-04-09,,,,f,Santa Teresa,1.0,t,t
115318144,Janine,2017-02-07,,,,t,,2.0,t,t
8303035,Antonia,2013-08-21,,,,f,,1.0,t,f
8303861,Carlos Eduardo,2013-08-21,within an hour,97%,54%,t,Copacabana,26.0,t,t
2919803,Felipe,2012-07-12,within a few hours,93%,49%,f,Copacabana,22.0,t,t
8352381,Amanda,2013-08-23,within a day,100%,100%,f,,1.0,t,t
83950473,George,2016-07-15,,,,f,,1.0,t,t
8364280,Jan,2013-08-24,within a few hours,97%,90%,t,Ipanema,10.0,t,t
8368066,José Alexandre,2013-08-24,within an hour,100%,100%,f,Lapa,4.0,t,t
8378962,Romain,2013-08-25,a few days or more,14%,0%,f,Lapa,2.0,t,t
8389064,Flats BB,2013-08-25,within a few hours,90%,87%,t,Ipanema,2.0,t,t
8427621,Marcela,2013-08-26,within a day,50%,40%,f,Barra da Tijuca,1.0,t,t
8428615,Mariana,2013-08-26,within an hour,100%,63%,t,Leblon,1.0,t,t
8469545,Felipe,2013-08-27,within an hour,100%,60%,f,,1.0,t,t
8479954,Naira Beatriz,2013-08-27,within a day,63%,16%,f,Leblon,3.0,t,f
8517032,Daniel,2013-08-29,a few days or more,43%,31%,f,Rio Comprido,1.0,t,t
1685928,Francisco,2012-02-01,,,,t,Ipanema,1.0,t,t
8564763,Fernando Reis,2013-09-01,within a day,100%,100%,f,,1.0,t,f
5926864,Silvia,2013-04-14,within an hour,100%,,f,Jardim Botânico,2.0,t,f
441418,José,2011-03-14,a few days or more,0%,11%,f,Santa Teresa,4.0,t,t
8671573,Shirley,2013-09-06,,,,f,,1.0,t,f
8674010,Jaime,2013-09-06,,,,t,Ipanema,1.0,t,t
8733438,Fran,2013-09-09,,,,f,Jardim Botânico,2.0,t,t
2438594,WhereInRio,2012-05-22,within an hour,100%,64%,t,Copacabana,16.0,t,t
8557006,Dejanira,2013-09-01,within an hour,100%,99%,t,Lapa,5.0,t,t
5448466,Dan,2013-03-13,within a few hours,97%,99%,f,Ipanema,7.0,t,t
8776351,Rosana,2013-09-11,within a day,50%,0%,f,Leblon,1.0,t,t
7913558,Pedro Jorge,2013-08-03,a few days or more,0%,0%,f,Laranjeiras,2.0,t,f
8803928,Rodrigo,2013-09-12,within an hour,100%,100%,t,Barra da Tijuca,1.0,t,t
8831931,Luis Fernando,2013-09-14,,,,f,Barra da Tijuca,1.0,t,t
6786750,Matteo,2013-06-07,within an hour,100%,85%,t,Copacabana,21.0,t,t
5615480,Andrea,2013-03-25,within a few hours,96%,98%,t,Copacabana,18.0,t,t
8872393,Zilda,2013-09-16,within an hour,100%,,f,,1.0,t,f
8675255,Flávia,2013-09-06,within a day,92%,89%,t,,1.0,t,t
7525886,Ana,2013-07-16,within an hour,100%,99%,f,Ipanema,2.0,t,t
5885968,Stella,2013-04-11,within a few hours,100%,,f,Estacio,3.0,t,f
2156021,Gilson,2012-04-16,within an hour,100%,71%,t,Copacabana,11.0,t,t
4898806,Nadia,2013-01-29,within an hour,100%,100%,f,Copacabana,1.0,t,t
8984230,Deluzia,2013-09-22,within an hour,88%,50%,f,Barra da Tijuca,1.0,t,t
8987710,Simon,2013-09-22,,,,f,Copacabana,1.0,t,f
1195904,Maria Fernanda,2011-09-22,within a day,100%,100%,t,Botafogo,1.0,t,t
