anfitriao_id,anf_data_cadastro,id_anuncio,nome_anuncio,bairro,tipo_propriedade,tipo_acomodacao,numero_hospedes,quartos,camas,preco,min_noites,max_noites,disponivel,numero_avaliaçoes,pontuacao_avaliacoes,confirmacao_instantanea
103853291,2016-11-15,51251465,Apartamento em Parque Anchieta,Anchieta,Entire rental unit,Entire home/apt,2,1.0,1.0,52.0,30,600,t,0,,t
415025982,2021-07-25,51258299,Loft encantador em Botafogo com vista de cinema,Botafogo,Entire loft,Entire home/apt,3,1.0,1.0,150.0,1,90,t,9,5.0,t
352599409,2020-06-29,51262198,"""RioStay RioCentro Flat/Pq Olímpico Jeunesse Arena",Camorim,Entire serviced apartment,Entire home/apt,2,2.0,,193.0,1,1000,t,1,5.0,f
30165706,2015-03-28,51266916,"Coração de Copa- Próximo ao metrô, praia e comércio",Copacabana,Entire rental unit,Entire home/apt,4,1.0,3.0,209.0,1,1125,t,2,3.5,t
415123440,2021-07-25,51267532,Apartamento encantador em Copacabana,Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,154.0,5,15,t,0,,f
30165706,2015-03-28,51267617,"Carioca da Gema - Copa, praia e conforto!",Copacabana,Entire rental unit,Entire home/apt,4,1.0,3.0,209.0,1,1125,t,1,3.0,t
30165706,2015-03-28,51267993,"Paraíso de Copa: Praia, conforto e exclusividade!",Copacabana,Entire rental unit,Entire home/apt,4,1.0,3.0,209.0,1,1125,t,1,4.0,t
217392565,2018-09-26,51280081,Special Beach Bali (Condomínio Barra Bali),Barra da Tijuca,Entire condominium (condo),Entire home/apt,6,2.0,4.0,330.0,3,365,t,0,,f
164822022,2017-12-29,51281675,Home Office na Praia de Copacabana TC1204,Copacabana,Entire rental unit,Entire home/apt,3,1.0,3.0,160.0,1,1125,t,2,3.5,t
317376135,2019-12-14,51284678,Modern and cozy 1bd in Ipanema,Ipanema,Entire rental unit,Entire home/apt,2,1.0,1.0,350.0,3,1125,t,0,,f
8975746,2013-09-21,51285036,"Posto 10 , Ipanema - Garcia D'Avila",Ipanema,Entire rental unit,Entire home/apt,8,2.0,4.0,2070.0,1,365,t,0,,f
8975746,2013-09-21,51285128,"Flat em Ipanema à 1 quadra da praia, com garagem, piscina e metrô em frente.",Ipanema,Entire rental unit,Entire home/apt,5,2.0,4.0,575.0,1,365,t,0,,f
415305169,2021-07-26,51285899,Linda Casa com Piscina e Jardim.,Campo Grande,Entire villa,Entire home/apt,5,2.0,2.0,280.0,1,7,t,0,,f
22805631,2014-10-21,51286038,Rio039-Penthouse in Ipanema,Ipanema,Entire rental unit,Entire home/apt,6,3.0,3.0,2286.0,1,365,t,0,,f
411895655,2021-07-09,51288926,Aconchego da Gigoia 1 quarto. Apartamento inteiro.,Barra da Tijuca,Entire condominium (condo),Entire home/apt,4,1.0,1.0,230.0,1,365,t,0,,t
8303861,2013-08-21,51289760,Linda Kitnet a duas quadras da praia de Copacabana,Copacabana,Entire condominium (condo),Entire home/apt,3,1.0,2.0,195.0,3,1125,t,0,,f
11133417,2014-01-08,51298194,O mehlhor do Inhanga,Copacabana,Entire rental unit,Entire home/apt,7,3.0,5.0,600.0,5,20,t,0,,f
415432275,2021-07-27,51299204,Mar de Copa-Vista panorâmica do mar para 5 pessoas,Copacabana,Entire serviced apartment,Entire home/apt,5,1.0,3.0,250.0,2,30,t,7,5.0,f
8975746,2013-09-21,51299347,Cobertura 3 quartos All Suites Ipanema.,Ipanema,Entire rental unit,Entire home/apt,7,3.0,4.0,2070.0,1,365,t,0,,f
8975746,2013-09-21,51299591,Brazil,Copacabana,Room in aparthotel,Entire home/apt,6,3.0,3.0,805.0,1,365,t,0,,f
8975746,2013-09-21,51300940,Mansão no Joá 4 suites,Joá,Entire residential home,Entire home/apt,8,4.0,4.0,9775.0,1,365,t,0,,f
123103254,2017-03-28,51301243,Luxe well-appointed and well-located Leblon flat,Leblon,Entire rental unit,Entire home/apt,4,2.0,3.0,1089.0,3,60,t,2,5.0,f
415480960,2021-07-27,51303816,APARTAMENTO  EM COPACABANA UMA QUADRA PRAIA,Copacabana,Entire rental unit,Entire home/apt,2,1.0,3.0,250.0,2,365,t,1,5.0,f
30165706,2015-03-28,51305446,"Encantos de Copa: Privativo, conforto e praia!",Copacabana,Entire rental unit,Entire home/apt,4,2.0,3.0,314.0,1,1125,t,8,4.38,t
25739202,2015-01-07,51307140,Apartamento com linda vista do mar e lagoa,Barra da Tijuca,Entire rental unit,Entire home/apt,4,2.0,3.0,380.0,2,365,t,2,5.0,f
352599409,2020-06-29,51311106,Best in Rio stay Convention Suite-B,Camorim,Entire serviced apartment,Entire home/apt,2,1.0,1.0,117.0,3,1000,t,1,5.0,t
352599409,2020-06-29,51311364,Rio Stay Convention inn,Camorim,Entire serviced apartment,Entire home/apt,2,1.0,1.0,173.0,1,1000,t,4,5.0,f
937599,2011-08-07,51319514,Quarto em Apartamento no Leblon,Leblon,Private room in rental unit,Private room,1,1.0,1.0,200.0,1,30,t,0,,f
413919968,2021-07-19,51320369,Compartilhado misto - 4 camas,Itanhangá,Shared room in hostel,Shared room,1,1.0,4.0,79.0,1,365,t,0,,t
13299199,2014-03-19,51320428,Loft Encantador em Botafogo,Botafogo,Entire loft,Entire home/apt,2,1.0,0.0,135.0,4,1125,t,1,5.0,f
166770967,2018-01-09,51321132,Estudio Encantador na Gloria,Catete,Entire condominium (condo),Entire home/apt,2,,1.0,80.0,3,180,t,0,,f
413919968,2021-07-19,51321289,Suite - 2 camas,Itanhangá,Private room in hostel,Private room,2,1.0,2.0,127.0,1,365,t,0,,t
415532585,2021-07-27,51323539,Excelente condomínio com total infra,São Cristóvão,Entire condominium (condo),Entire home/apt,4,2.0,0.0,230.0,1,365,t,0,,t
245369915,2019-02-25,51325175,Local paradisíaco Condomínio tranquilo,Bangu,Entire residential home,Entire home/apt,12,4.0,11.0,152.0,3,365,t,0,,f
22805631,2014-10-21,51326253,Rio302 - Beautiful 4 bedroom apartment in Ipanema,Ipanema,Entire rental unit,Entire home/apt,8,4.0,4.0,8655.0,1,365,t,0,,f
30419676,2015-04-01,51327148,Quarto iluminado e silencioso na Glória,Glória,Private room in rental unit,Private room,2,1.0,,100.0,1,10,t,0,,f
411347482,2021-07-06,51330398,Copacabana Rio praia 4,Copacabana,Entire rental unit,Entire home/apt,9,4.0,6.0,583.0,3,60,t,0,,t
46941816,2015-10-19,51330998,Excelente 3 quartos no posto 6 de Copacabana,Copacabana,Entire rental unit,Entire home/apt,6,3.0,3.0,497.0,3,90,t,0,,f
702105,2011-06-14,51331628,"No coração de Copacabana entrada 24hs, tudo perto!",Copacabana,Entire rental unit,Entire home/apt,4,,4.0,162.0,1,120,t,1,5.0,f
30588691,2015-04-04,51332551,Home Office na Tijuca Rio de Janeiro,Rio Comprido,Entire rental unit,Entire home/apt,2,1.0,1.0,200.0,1,1125,t,0,,f
